#field 	 camCol  filter FWHMvK eta psf_width airmass mjd		 RA		 Dec		 psf_nstar  neff_psf	 sky_frames	 
28 	 1 	 4 	 1.618 	 0.868 	 1.598 	1.247 	52576.106137 	314.5947 	-1.1541 	78 	 36.306 	32.790 	
29 	 1 	 0 	 1.826 	 0.947 	 1.789 	1.245 	52576.105723 	314.7444 	-1.1541 	61 	 45.531 	1.469 	
29 	 1 	 1 	 1.734 	 0.961 	 1.731 	1.248 	52576.107381 	314.7444 	-1.1541 	32 	 42.602 	1.837 	
29 	 1 	 2 	 1.555 	 0.960 	 1.595 	1.242 	52576.104064 	314.7444 	-1.1541 	36 	 36.169 	5.888 	
29 	 1 	 3 	 1.518 	 0.989 	 1.535 	1.243 	52576.104893 	314.7444 	-1.1541 	27 	 33.497 	10.975 	
29 	 1 	 4 	 1.620 	 0.866 	 1.605 	1.247 	52576.106552 	314.7444 	-1.1541 	69 	 36.640 	32.755 	
30 	 1 	 0 	 1.822 	 0.943 	 1.795 	1.245 	52576.106137 	314.8941 	-1.1541 	56 	 45.789 	1.465 	
30 	 1 	 1 	 1.760 	 0.959 	 1.754 	1.248 	52576.107796 	314.8941 	-1.1541 	29 	 43.767 	1.843 	
30 	 1 	 2 	 1.547 	 0.964 	 1.584 	1.242 	52576.104479 	314.8941 	-1.1541 	27 	 35.662 	5.889 	
30 	 1 	 3 	 1.522 	 0.987 	 1.546 	1.243 	52576.105308 	314.8941 	-1.1541 	28 	 33.995 	11.006 	
30 	 1 	 4 	 1.613 	 0.870 	 1.585 	1.247 	52576.106966 	314.8941 	-1.1541 	60 	 35.725 	32.696 	
31 	 1 	 0 	 1.835 	 0.947 	 1.799 	1.245 	52576.106552 	315.0438 	-1.1541 	63 	 46.001 	1.460 	
31 	 1 	 1 	 1.760 	 0.960 	 1.754 	1.248 	52576.108210 	315.0438 	-1.1541 	32 	 43.735 	1.841 	
31 	 1 	 2 	 1.555 	 0.961 	 1.590 	1.242 	52576.104893 	315.0438 	-1.1541 	26 	 35.935 	5.861 	
31 	 1 	 3 	 1.511 	 0.989 	 1.530 	1.243 	52576.105723 	315.0438 	-1.1541 	32 	 33.287 	11.017 	
31 	 1 	 4 	 1.610 	 0.867 	 1.596 	1.247 	52576.107381 	315.0438 	-1.1541 	66 	 36.233 	32.754 	
32 	 1 	 0 	 1.840 	 0.944 	 1.805 	1.245 	52576.106966 	315.1935 	-1.1541 	62 	 46.306 	1.456 	
32 	 1 	 1 	 1.750 	 0.959 	 1.749 	1.248 	52576.108625 	315.1935 	-1.1541 	33 	 43.510 	1.844 	
32 	 1 	 2 	 1.568 	 0.961 	 1.602 	1.242 	52576.105308 	315.1935 	-1.1541 	33 	 36.481 	5.845 	
32 	 1 	 3 	 1.500 	 0.990 	 1.520 	1.243 	52576.106137 	315.1935 	-1.1541 	36 	 32.863 	10.999 	
32 	 1 	 4 	 1.612 	 0.866 	 1.602 	1.247 	52576.107796 	315.1935 	-1.1541 	67 	 36.486 	32.974 	
33 	 1 	 0 	 1.842 	 0.947 	 1.805 	1.245 	52576.107381 	315.3432 	-1.1540 	56 	 46.310 	1.451 	
33 	 1 	 1 	 1.710 	 0.962 	 1.715 	1.248 	52576.109040 	315.3432 	-1.1540 	33 	 41.820 	1.844 	
33 	 1 	 2 	 1.544 	 0.962 	 1.581 	1.242 	52576.105723 	315.3432 	-1.1540 	36 	 35.539 	5.824 	
